,parent,child,group,flag,predicted_labels
184,review,judicial_review,9,True,True
185,proceeding,trial,9,True,True
186,trial,court-martial,9,True,True
187,trial,mistrial,9,True,True
188,trial,ordeal,9,True,True
189,trial,retrial,9,True,True
190,trial,Scopes_trial,9,True,True
191,trial,show_trial,9,True,True
192,liberation,clearing,10,True,False
193,clearing,purge,10,True,False
194,purge,purification,10,True,False
195,clearing,vindication,10,True,False
196,vindication,justification,10,True,False
197,vindication,rehabilitation,10,True,True
198,clearing,whitewash,10,True,False
199,liberation,deregulation,10,True,True
200,liberation,emancipation,10,True,True
201,liberation,jail_delivery,10,True,True
202,liberation,manumission,10,True,True
203,liberation,parole,10,True,True
204,liberation,probation,10,True,True
205,liberation,relief,10,True,True
206,liberation,unsnarling,10,True,True
207,implementation,instrumentation,11,True,True
208,implementation,invocation,11,True,True
209,implementation,means,11,True,True
210,means,desperate_measure,11,True,True
211,means,dint,11,True,True
212,means,escape,11,True,True
213,means,expedient,11,True,True
214,expedient,crutch,11,True,True
215,expedient,improvisation,11,True,False
216,expedient,makeshift,11,True,False
217,expedient,pis_aller,11,True,True
218,means,fast_track,11,True,True
219,means,instrument,11,True,True
220,means,open_sesame,11,True,True
221,means,road,11,True,True
222,road,royal_road,11,True,True
223,means,salvation,11,True,True
224,means,stepping_stone,11,True,True
225,means,tooth,11,True,True
226,means,voice,11,True,True
227,means,wings,11,True,True
228,implementation,motorization,11,True,True
229,implementation,practice,11,True,True
230,technology,aeronautical_engineering,12,True,True
231,technology,automotive_technology,12,True,True
232,technology,chemical_engineering,12,True,True
233,technology,communications_technology,12,True,True
234,communications_technology,digital_communications_technology,12,True,True
235,technology,computer_technology,12,True,True
236,technology,high_technology,12,True,True
237,high_technology,automation,12,True,True
238,automation,computerization,12,True,True
239,technology,rail_technology,12,True,True
240,rail_technology,magnetic_levitation,12,True,False
241,shot,basketball_shot,13,True,True
242,basketball_shot,bank_shot,13,True,True
243,basketball_shot,dunk,13,True,True
244,dunk,slam_dunk,13,True,False
245,basketball_shot,finger-roll,13,True,True
246,basketball_shot,foul_shot,13,True,True
247,foul_shot,one-and-one,13,True,False
248,basketball_shot,hook_shot,13,True,True
249,basketball_shot,jumper,13,True,True
250,basketball_shot,lay-up,13,True,True
251,basketball_shot,pivot_shot,13,True,True
252,basketball_shot,scoop_shot,13,True,True
253,basketball_shot,set_shot,13,True,True
254,basketball_shot,tip_in,13,True,True
255,shot,headshot,13,True,True
256,shot,slapshot,13,True,True
257,banishment,anathematization,14,True,False
258,banishment,disbarment,14,True,True
259,banishment,ejection,14,True,False
260,ejection,barring,14,True,True
261,ejection,defenestration,14,True,False
262,ejection,deportation,14,True,False
263,ejection,ostracism,14,True,False
264,ejection,ouster,14,True,False
265,ouster,deposition,14,True,False
266,banishment,excommunication,14,True,True
267,banishment,exile,14,True,False
268,banishment,relegation,14,True,False
269,banishment,rustication,14,True,False
270,reflex,accommodation_reflex,15,True,True
271,reflex,Babinski,15,True,True
272,reflex,belch,15,True,True
273,reflex,blink,15,True,True
274,blink,palpebration,15,True,False
275,reflex,blush,15,True,True
276,reflex,defecation_reflex,15,True,True
277,reflex,electric_shock,15,True,True
278,reflex,fart,15,True,True
279,reflex,gulp,15,True,True
280,reflex,hiccup,15,True,True
281,reflex,knee_jerk,15,True,True
282,reflex,light_reflex,15,True,True
283,reflex,micturition_reflex,15,True,True
284,reflex,mydriasis,15,True,False
285,reflex,pharyngeal_reflex,15,True,True
286,reflex,pilomotor_reflex,15,True,True
287,reflex,plantar_reflex,15,True,True
288,reflex,rooting_reflex,15,True,True
289,reflex,sneeze,15,True,True
290,reflex,startle,15,True,True
291,startle,startle_reflex,15,True,False
292,startle,startle_response,15,True,False
293,startle,wince,15,True,False
294,reflex,stretch_reflex,15,True,True
295,reflex,suckling_reflex,15,True,True
296,reflex,tremble,15,True,True
297,reflex,vomit,15,True,True
298,vomit,hematemesis,15,True,True
299,vomit,hyperemesis,15,True,False
300,hyperemesis,hyperemesis_gravidarum,15,True,False
301,vomit,rumination,15,True,False
302,reflex,yawn,15,True,True
303,yawn,pandiculation,15,True,False
304,conflict,class_struggle,16,True,True
305,conflict,feud,16,True,True
306,feud,vendetta,16,True,True
307,conflict,fight,16,True,True
308,fight,affray,16,True,True
309,fight,battering,16,True,True
310,fight,beating,16,True,True
311,fight,brawl,16,True,True
312,fight,brush,16,True,True
313,brush,contretemps,16,True,True
314,fight,close-quarter_fighting,16,True,True
315,fight,dogfight,16,True,True
316,fight,duel,16,True,True
317,fight,fencing,16,True,True
318,fight,fistfight,16,True,True
319,fistfight,punch-up,16,True,False
320,fight,gunfight,16,True,True
321,fight,hassle,16,True,True
322,fight,in-fighting,16,True,True
323,fight,knife_fight,16,True,True
324,fight,rumble,16,True,True
325,fight,set-to,16,True,True
326,fight,shock,16,True,True
327,fight,single_combat,16,True,True
328,conflict,pacification,16,True,True
329,conflict,rebellion,16,True,True
330,rebellion,insurgency,16,True,True
331,rebellion,intifada,16,True,False
332,rebellion,mutiny,16,True,True
333,conflict,strife,16,True,True
334,strife,countercurrent,16,True,True
335,strife,discord,16,True,True
336,conflict,tug-of-war,16,True,True
337,conflict,turf_war,16,True,True
338,conflict,war,16,True,True
339,war,drug_war,16,True,True
340,war,trench_warfare,16,True,True
341,ball_game,baseball,17,True,True
342,baseball,ball,17,True,True
343,ball,daisy_cutter,17,True,True
344,baseball,five-hitter,17,True,True
345,baseball,four-hitter,17,True,True
346,baseball,hardball,17,True,True
347,baseball,no-hit_game,17,True,True
348,baseball,one-hitter,17,True,True
349,baseball,perfect_game,17,True,True
350,baseball,professional_baseball,17,True,True
351,baseball,rounders,17,True,True
352,baseball,softball,17,True,True
353,baseball,steal,17,True,True
354,baseball,stickball,17,True,True
355,baseball,three-hitter,17,True,True
356,baseball,two-hitter,17,True,True
357,examination,audit,18,True,False
358,examination,autopsy,18,True,True
359,examination,bank_examination,18,True,True
360,examination,checkup,18,True,True
361,examination,comparison,18,True,False
362,comparison,analogy,18,True,True
363,comparison,collation,18,True,True
364,comparison,confrontation,18,True,True
365,comparison,contrast,18,True,True
366,comparison,likening,18,True,True
367,examination,endoscopy,18,True,True
368,endoscopy,celioscopy,18,True,False
369,endoscopy,colonoscopy,18,True,True
370,endoscopy,culdoscopy,18,True,True
371,endoscopy,gastroscopy,18,True,True
372,endoscopy,hysteroscopy,18,True,True
373,endoscopy,proctoscopy,18,True,True
374,endoscopy,sigmoidoscopy,18,True,True
375,examination,fine-tooth_comb,18,True,False
376,examination,follow-up,18,True,False
377,examination,going-over,18,True,False
378,examination,gonioscopy,18,True,False
379,examination,inspection,18,True,True
380,inspection,check,18,True,True
381,check,spot_check,18,True,True
382,examination,keratoscopy,18,True,True
383,examination,once-over,18,True,False
384,examination,ophthalmoscopy,18,True,True
385,examination,palpation,18,True,True
386,palpation,ballottement,18,True,False
387,examination,rhinoscopy,18,True,False
388,examination,scan,18,True,True
389,examination,search,18,True,True
390,examination,survey,18,True,True
391,survey,resurvey,18,True,True
392,examination,testing,18,True,True
393,testing,screening,18,True,True
394,screening,genetic_screening,18,True,True
395,examination,time_and_motion_study,18,True,False
396,fastening,bonding,19,True,True
397,fastening,doweling,19,True,True
398,fastening,fixation,19,True,True
399,fastening,grounding,19,True,True
400,fastening,linkage,19,True,True
401,fastening,tying,19,True,True
402,tying,ligation,19,True,True
403,ligation,tubal_ligation,19,True,True
404,fastening,welding,19,True,True
405,welding,butt_welding,19,True,True
406,butt_welding,flash_welding,19,True,False
407,welding,spot_welding,19,True,True
408,diagnostic_procedure,auscultation,20,True,True
409,auscultation,percussion,20,True,False
410,auscultation,succussion,20,True,False
411,diagnostic_procedure,cardiography,20,True,True
412,diagnostic_procedure,echocardiography,20,True,True
413,diagnostic_procedure,echoencephalography,20,True,True
414,diagnostic_procedure,electromyography,20,True,True
415,diagnostic_procedure,mammography,20,True,True
416,diagnostic_procedure,prenatal_diagnosis,20,True,True
417,prenatal_diagnosis,amniocentesis,20,True,False
418,prenatal_diagnosis,fetoscopy,20,True,False
419,prenatal_diagnosis,sonography,20,True,False
420,sonography,A-scan_ultrasonography,20,True,True
421,sonography,B-scan_ultrasonography,20,True,True
422,diagnostic_procedure,roentgenography,20,True,True
423,roentgenography,angiography,20,True,False
424,angiography,lymphangiography,20,True,False
425,roentgenography,arthrography,20,True,False
426,arthrography,arteriography,20,True,False
427,arthrography,venography,20,True,False
428,roentgenography,cholangiography,20,True,False
429,roentgenography,encephalography,20,True,False
430,roentgenography,myelography,20,True,False
431,roentgenography,pyelography,20,True,False
432,pyelography,intravenous_pyelography,20,True,True
433,diagnostic_procedure,thermography,20,True,True
434,thermography,mammothermography,20,True,False
435,influence,cross-pollination,21,True,True
436,influence,enticement,21,True,True
437,enticement,blandishment,21,True,True
438,blandishment,ingratiation,21,True,False
439,enticement,leading_astray,21,True,False
440,enticement,seduction,21,True,True
441,enticement,solicitation,21,True,False
442,influence,exposure,21,True,True
443,exposure,overexposure,21,True,True
444,exposure,underexposure,21,True,True
445,influence,hypnotism,21,True,True
446,influence,impingement,21,True,True
447,influence,manipulation,21,True,True
448,manipulation,mind_game,21,True,True
449,measure,countermeasure,22,True,True
450,countermeasure,countermine,22,True,True
451,measure,precaution,22,True,True
452,precaution,backstop,22,True,True
453,precaution,security,22,True,True
454,measure,shark_repellent,22,True,True
455,shark_repellent,golden_parachute,22,True,False
456,shark_repellent,greenmail,22,True,False
457,shark_repellent,pac-man_strategy,22,True,False
458,shark_repellent,poison_pill,22,True,False
459,poison_pill,suicide_pill,22,True,False
460,shark_repellent,safe_harbor,22,True,False
461,shark_repellent,scorched-earth_policy,22,True,False
462,blessing,admiration,23,True,True
463,admiration,adoration,23,True,True
464,adoration,glorification,23,True,True
465,admiration,idealization,23,True,True
466,idealization,sentimentalization,23,True,False
467,blessing,adoption,23,True,False
468,adoption,embrace,23,True,True
469,blessing,backing,23,True,False
470,blessing,reward,23,True,True
471,reward,carrot,23,True,True
472,football_play,audible,24,True,True
473,football_play,handoff,24,True,True
474,football_play,pass,24,True,True
475,pass,forward_pass,24,True,True
476,forward_pass,flare_pass,24,True,False
477,forward_pass,screen_pass,24,True,False
478,pass,lateral_pass,24,True,True
479,pass,spot_pass,24,True,True
480,football_play,power_play,24,True,True
481,football_play,run,24,True,True
482,run,draw,24,True,True
483,run,end_run,24,True,True
484,run,return,24,True,True
485,run,reverse,24,True,True
486,reverse,double_reverse,24,True,True
487,run,rush,24,True,False
488,football_play,tackle,24,True,True
489,football_play,touchback,24,True,True
490,improvement,adjustment,25,True,True
491,adjustment,domestication,25,True,True
492,adjustment,habituation,25,True,True
493,adjustment,readjustment,25,True,False
494,adjustment,shakedown,25,True,False
495,improvement,conservation,25,True,True
496,improvement,recovery,25,True,True
497,improvement,refinement,25,True,True
498,improvement,revival,25,True,True
499,revival,rebirth,25,True,True
500,revival,regeneration,25,True,True
501,revival,resurrection,25,True,True
502,revival,resuscitation,25,True,True
503,resuscitation,cardiopulmonary_resuscitation,25,True,True
504,prevention,averting,26,True,True
505,prevention,debarment,26,True,True
506,debarment,suspension,26,True,True
507,suspension,rustication,26,True,True
508,prevention,disqualification,26,True,True
509,disqualification,recusation,26,True,True
510,prevention,interception,26,True,True
511,prevention,nonproliferation,26,True,True
512,prevention,obviation,26,True,True
513,prevention,prophylaxis,26,True,True
514,prevention,save,26,True,True
515,prevention,suppression,26,True,True
516,suppression,crackdown,26,True,True
517,destruction,annihilation,27,True,True
518,annihilation,atomization,27,True,False
519,annihilation,pulverization,27,True,False
520,annihilation,vaporization,27,True,False
521,destruction,decimation,27,True,True
522,destruction,demolition,27,True,True
523,destruction,disaster,27,True,True
524,destruction,extermination,27,True,True
525,destruction,holocaust,27,True,True
526,destruction,kill,27,True,True
527,destruction,laying_waste,27,True,True
528,destruction,neutralization,27,True,True
529,destruction,razing,27,True,True
530,destruction,sabotage,27,True,True
531,sabotage,bombing,27,True,False
532,bombing,suicide_bombing,27,True,True
533,destruction,self-destruction,27,True,True
534,destruction,spoliation,27,True,True
535,destruction,vandalism,27,True,True
536,homicide,honor_killing,28,True,True
537,homicide,manslaughter,28,True,True
538,manslaughter,chance-medley,28,True,False
539,homicide,murder,28,True,True
540,murder,assassination,28,True,True
541,murder,bloodshed,28,True,True
542,murder,contract_killing,28,True,True
543,murder,dry-gulching,28,True,True
544,murder,elimination,28,True,True
545,murder,filicide,28,True,True
546,murder,fratricide,28,True,True
547,murder,hit,28,True,True
548,murder,infanticide,28,True,True
549,murder,lynching,28,True,True
550,murder,mariticide,28,True,True
551,murder,parricide,28,True,True
552,parricide,matricide,28,True,False
553,parricide,patricide,28,True,False
554,murder,regicide,28,True,True
555,murder,shoot-down,28,True,True
556,murder,slaughter,28,True,True
557,slaughter,bloodbath,28,True,True
558,murder,thuggee,28,True,True
559,murder,tyrannicide,28,True,True
560,murder,uxoricide,28,True,True
561,homicide,shooting,28,True,True
562,shooting,drive-by_killing,28,True,True
563,shooting,drive-by_shooting,28,True,True
564,shooting,wing_shooting,28,True,True
565,beginning,activation,29,True,True
566,beginning,attack,29,True,True
567,beginning,constitution,29,True,True
568,constitution,collectivization,29,True,True
569,constitution,colonization,29,True,True
570,colonization,population,29,True,False
571,constitution,communization,29,True,True
572,constitution,federation,29,True,True
573,constitution,unionization,29,True,False
574,beginning,face-off,29,True,False
575,beginning,first_step,29,True,False
576,first_step,curtain_raiser,29,True,False
577,first_step,first_base,29,True,False
578,first_step,peace_initiative,29,True,False
579,beginning,groundbreaking,29,True,True
580,beginning,housing_start,29,True,True
581,beginning,icebreaker,29,True,True
582,beginning,inauguration,29,True,True
583,beginning,initiation,29,True,True
584,initiation,authorship,29,True,True
585,beginning,installation,29,True,False
586,beginning,introduction,29,True,True
587,introduction,induction,29,True,False
588,induction,hypnogenesis,29,True,True
589,induction,induction_of_labor,29,True,True
590,introduction,naturalization,29,True,False
591,introduction,product_introduction,29,True,True
592,introduction,ushering_in,29,True,False
593,beginning,jump_ball,29,True,True
594,jump_ball,tip-off,29,True,False
595,beginning,kickoff,29,True,True
596,beginning,resumption,29,True,False
597,beginning,scrum,29,True,False
598,beginning,springboard,29,True,True
599,beginning,startup,29,True,True
600,repair,band_aid,30,True,True
601,repair,care,30,True,True
602,care,camera_care,30,True,True
603,care,car_care,30,True,True
604,car_care,oil_change,30,True,False
605,care,overhaul,30,True,True
606,overhaul,interim_overhaul,30,True,True
607,care,pump_priming,30,True,True
608,care,scheduled_maintenance,30,True,True
609,care,steam_fitting,30,True,True
610,repair,darning,30,True,False
611,repair,patching,30,True,True
612,repair,reconstruction,30,True,True
613,reconstruction,makeover,30,True,False
614,reconstruction,re-formation,30,True,False
615,reconstruction,reassembly,30,True,False
616,reassembly,anastylosis,30,True,False
617,reconstruction,rebuilding,30,True,False
618,repair,restitution,30,True,True
619,repair,restoration,30,True,True
620,restoration,gentrification,30,True,False
621,restoration,re-establishment,30,True,True
622,restoration,reclamation,30,True,True
623,reclamation,reforestation,30,True,False
624,reclamation,urban_renewal,30,True,False
625,restoration,rehabilitation,30,True,True
626,rehabilitation,correctional_rehabilitation,30,True,True
627,rehabilitation,physical_rehabilitation,30,True,True
628,rehabilitation,vocational_rehabilitation,30,True,True
629,restoration,reinstatement,30,True,False
630,restoration,rejuvenation,30,True,True
631,rejuvenation,refreshment,30,True,True
632,irrigation,douche,31,True,False
633,irrigation,enema,31,True,False
634,enema,barium_enema,31,True,True
635,enema,colonic_irrigation,31,True,False
636,colonic_irrigation,high_colonic,31,True,False
637,irrigation,eyedrop,31,True,False
638,eyedrop,adrenergic_agonist_eyedrop,31,True,True
639,eyedrop,beta_blocker_eyedrop,31,True,True
640,eyedrop,miotic_eyedrop,31,True,False
641,eyedrop,topical_prostaglandin_eyedrop,31,True,True
642,irrigation,lavage,31,True,False
643,lavage,gastric_lavage,31,True,True
644,wash,ablution,32,True,True
645,wash,dishwashing,32,True,True
646,wash,laundering,32,True,True
647,wash,rinse,32,True,False
648,wash,soak,32,True,False
649,wash,washing-up,32,True,True
650,wash,washup,32,True,False
651,washup,bath,32,True,False
652,bath,bubble_bath,32,True,True
653,bath,mikvah,32,True,False
654,bath,mud_bath,32,True,True
655,washup,shower,32,True,False
656,washup,sponge_bath,32,True,False
657,washup,Turkish_bath,32,True,False
658,wash,window-washing,32,True,True
659,employment,coaching,33,True,True
660,employment,engagement,33,True,True
661,engagement,gig,33,True,True
662,employment,ministry,33,True,True
663,employment,paper_route,33,True,True
664,employment,piecework,33,True,True
665,employment,public_service,33,True,True
666,public_service,minister,33,True,True
667,minister,cabinet_minister,33,True,True
668,employment,seafaring,33,True,True
669,seafaring,cabotage,33,True,True
670,employment,service,33,True,True
671,employment,services,33,True,True
672,employment,telecommuting,33,True,True
673,employment,workload,33,True,True
674,workload,case_load,33,True,False
675,air_travel,flight,34,True,True
676,flight,acrobatics,34,True,True
677,acrobatics,tailspin,34,True,False
678,flight,ballooning,34,True,True
679,flight,blind_flying,34,True,True
680,flight,flyover,34,True,True
681,flight,glide,34,True,True
682,glide,hang_gliding,34,True,True
683,glide,parasailing,34,True,True
684,flight,maiden_flight,34,True,True
685,flight,overflight,34,True,True
686,flight,pass,34,True,True
687,flight,solo,34,True,True
688,flight,sortie,34,True,True
689,flight,terrain_flight,34,True,True
690,size,circumference,35,True,True
691,circumference,girth,35,True,True
692,girth,spread,35,True,False
693,size,distance,35,True,True
694,distance,altitude,35,True,True
695,distance,arm's_length,35,True,True
696,distance,gauge,35,True,True
697,gauge,broad_gauge,35,True,True
698,gauge,narrow_gauge,35,True,True
699,gauge,standard_gauge,35,True,True
700,distance,leg,35,True,True
701,distance,light_time,35,True,True
702,distance,skip_distance,35,True,True
703,distance,wingspan,35,True,True
704,distance,wingspread,35,True,True
705,size,largeness,35,True,True
706,largeness,ampleness,35,True,False
707,largeness,bulkiness,35,True,False
708,largeness,capaciousness,35,True,True
709,capaciousness,airiness,35,True,False
710,capaciousness,seating_capacity,35,True,False
711,largeness,enormousness,35,True,True
712,enormousness,enormity,35,True,False
713,largeness,fullness,35,True,False
714,largeness,gigantism,35,True,False
715,size,smallness,35,True,True
716,smallness,delicacy,35,True,True
717,smallness,diminutiveness,35,True,True
718,smallness,dwarfishness,35,True,True
719,smallness,grain,35,True,True
720,smallness,puniness,35,True,True
721,transportation,airlift,36,True,True
722,transportation,carry,36,True,True
723,carry,fireman's_carry,36,True,True
724,carry,packing,36,True,False
725,carry,piggyback,36,True,False
726,carry,portage,36,True,False
727,carry,porterage,36,True,False
728,transportation,connection,36,True,True
729,transportation,delivery,36,True,True
730,delivery,airdrop,36,True,True
731,delivery,consignment,36,True,True
732,delivery,passage,36,True,True
733,passage,relay,36,True,True
734,delivery,post,36,True,True
735,delivery,service,36,True,True
736,transportation,drive,36,True,True
737,drive,cattle_drive,36,True,True
738,transportation,lighterage,36,True,True
739,transportation,resettlement,36,True,True
740,transportation,teleportation,36,True,True
741,transportation,transshipment,36,True,True
742,insertion,cannulation,37,True,False
743,insertion,enclosure,37,True,True
744,enclosure,encasement,37,True,True
745,enclosure,packing,37,True,True
746,packing,bundling,37,True,False
747,insertion,injection,37,True,True
748,injection,epidural_injection,37,True,True
749,insertion,instillation,37,True,True
750,instillation,infusion,37,True,False
751,insertion,perfusion,37,True,True
752,insertion,transfusion,37,True,True
753,transfusion,exchange_transfusion,37,True,True
754,rise,climb,38,True,True
755,climb,clamber,38,True,True
756,climb,mountain_climbing,38,True,True
757,mountain_climbing,Alpinism,38,True,True
758,climb,rock_climbing,38,True,True
759,climb,scaling,38,True,True
760,scaling,escalade,38,True,True
761,rise,heave,38,True,True
762,rise,levitation,38,True,True
763,rise,soar,38,True,True
764,change_of_course,tack,39,True,False
765,change_of_course,turn,39,True,True
766,turn,diversion,39,True,True
767,diversion,red_herring,39,True,False
768,turn,kick_turn,39,True,True
769,turn,left,39,True,True
770,turn,right,39,True,True
771,turn,stem_turn,39,True,True
772,turn,swerve,39,True,True
773,turn,telemark,39,True,True
774,turn,three-point_turn,39,True,True
775,turn,version,39,True,True
776,shortening,abbreviation,40,True,True
777,shortening,contraction,40,True,False
778,contraction,Braxton-Hicks_contraction,40,True,True
779,contraction,contracture,40,True,True
780,contraction,tetanus,40,True,True
781,contraction,uterine_contraction,40,True,True
782,contraction,vaginismus,40,True,True
783,shortening,cut,40,True,True
784,cut,clip,40,True,True
785,clip,nip,40,True,True
786,cut,haircut,40,True,True
787,cut,shearing,40,True,False
788,shearing,sheepshearing,40,True,True
789,cut,trim,40,True,True
790,trim,pruning,40,True,False
791,shortening,truncation,40,True,True
792,combination,attachment,41,True,True
793,attachment,graft,41,True,True
794,combination,blend,41,True,True
795,blend,confluence,41,True,True
796,blend,homogenization,41,True,True
797,combination,confusion,41,True,True
798,confusion,babel,41,True,True
799,combination,consolidation,41,True,True
800,consolidation,amalgamation,41,True,False
801,consolidation,centralization,41,True,False
802,consolidation,horizontal_integration,41,True,False
803,consolidation,incorporation,41,True,False
804,consolidation,vertical_integration,41,True,False
805,combination,fusion,41,True,True
806,combination,interspersion,41,True,True
807,combination,mix,41,True,True
808,combination,temperance,41,True,True
809,combination,union,41,True,True
810,union,coalescence,41,True,True
811,union,reunion,41,True,True
812,reunion,homecoming,41,True,False
813,union,tribalization,41,True,True
814,union,umbrella,41,True,True
815,change_of_shape,angulation,42,True,True
816,change_of_shape,bending,42,True,True
817,bending,crouch,42,True,False
