parent,child,group,flag,predict,pred_flag
Probabilistic representations,Sequential Monte Carlo methods,10002950_2,False,0.8764015436172485,True
Probabilistic representations,Kalman filters and hidden Markov models,10002950_2,False,0.8234971165657043,True
Probabilistic representations,Bootstrapping,10002950_2,False,0.8138837814331055,True
Probabilistic representations,Jackknifing,10002950_2,False,0.8183809518814087,True
Probabilistic representations,Random number generation,10002950_2,False,0.8227416276931763,True
Probabilistic representations,Probabilistic algorithms,10002950_2,False,0.8447265028953552,True
Probabilistic representations,Queueing theory,10002950_2,False,0.8660597801208496,True
Probabilistic representations,Contingency table analysis,10002950_2,False,0.8241698145866394,True
Probabilistic representations,Robust regression,10002950_2,False,0.8442409038543701,True
Probabilistic representations,Time series analysis,10002950_2,False,0.8372818827629089,True
Probabilistic representations,Survival analysis,10002950_2,False,0.8497509360313416,True
Probabilistic representations,Renewal theory,10002950_2,False,0.8206089735031128,True
Probabilistic representations,Dimensionality reduction,10002950_2,False,0.820690929889679,True
Probabilistic representations,Cluster analysis,10002950_2,False,0.8540332317352295,True
Probabilistic representations,Statistical graphics,10002950_2,False,0.8549637794494629,True
Probabilistic representations,Exploratory data analysis,10002950_2,False,0.8420715928077698,True
Probabilistic representations,Markov processes,10002950_2,False,0.867921769618988,True
Probabilistic representations,Nonparametric statistics,10002950_2,False,0.8313087821006775,True
Probabilistic representations,Distribution functions,10002950_2,False,0.8263534307479858,True
Probabilistic representations,Multivariate statistics,10002950_2,False,0.8479934930801392,True
Nonparametric representations,Probability and statistics,10002950_2,False,0.7868427634239197,True
Nonparametric representations,Probabilistic representations,10002950_2,False,0.759371817111969,True
Nonparametric representations,Probabilistic inference problems,10002950_2,False,0.806557834148407,True
Nonparametric representations,Density estimation,10002950_2,False,0.7672319412231445,True
Nonparametric representations,Probabilistic reasoning algorithms,10002950_2,False,0.778063952922821,True
Nonparametric representations,Markov-chain Monte Carlo methods,10002950_2,False,0.8102932572364807,True
Nonparametric representations,Resampling methods,10002950_2,False,0.7759946584701538,True
Nonparametric representations,Statistical paradigms,10002950_2,False,0.7993362545967102,True
Nonparametric representations,Regression analysis,10002950_2,False,0.7602717876434326,True
Nonparametric representations,Stochastic processes,10002950_2,False,0.7739855051040649,True
Nonparametric representations,Bayesian networks,10002950_2,False,0.8088493943214417,True
Nonparametric representations,Markov networks,10002950_2,False,0.8197447061538696,True
Nonparametric representations,Factor graphs,10002950_2,False,0.8073879480361938,True
Nonparametric representations,Decision diagrams,10002950_2,False,0.8045005798339844,True
Nonparametric representations,Equational models,10002950_2,False,0.7966609001159668,True
Nonparametric representations,Causal networks,10002950_2,False,0.8065988421440125,True
Nonparametric representations,Stochastic differential equations,10002950_2,False,0.8080520629882812,True
Nonparametric representations,Kernel density estimators,10002950_2,True,0.8112886548042297,True
Nonparametric representations,Spline models,10002950_2,True,0.8082626461982727,True
Nonparametric representations,Bayesian nonparametric models,10002950_2,True,0.8060195446014404,True
Nonparametric representations,Maximum likelihood estimation,10002950_2,False,0.7802144885063171,True
Nonparametric representations,Bayesian computation,10002950_2,False,0.8041329383850098,True
Nonparametric representations,Computing most probable explanation,10002950_2,False,0.7821768522262573,True
Nonparametric representations,Hypothesis testing and confidence interval computation,10002950_2,False,0.8043385744094849,True
Nonparametric representations,Quantile regression,10002950_2,False,0.7940543293952942,True
Nonparametric representations,Max marginal computation,10002950_2,False,0.8174604773521423,True
Nonparametric representations,Variable elimination,10002950_2,False,0.7661139369010925,True
Nonparametric representations,Loopy belief propagation,10002950_2,False,0.846020519733429,True
Nonparametric representations,Variational methods,10002950_2,False,0.7939108610153198,True
Nonparametric representations,Expectation maximization,10002950_2,False,0.8012304306030273,True
Nonparametric representations,Gibbs sampling,10002950_2,False,0.817004919052124,True
Nonparametric representations,Metropolis-Hastings algorithm,10002950_2,False,0.8187888264656067,True
Nonparametric representations,Simulated annealing,10002950_2,False,0.7870553731918335,True
Nonparametric representations,Markov-chain Monte Carlo convergence measures,10002950_2,False,0.8195741772651672,True
Nonparametric representations,Sequential Monte Carlo methods,10002950_2,False,0.8235793709754944,True
Nonparametric representations,Kalman filters and hidden Markov models,10002950_2,False,0.7844350934028625,True
Nonparametric representations,Bootstrapping,10002950_2,False,0.7892553210258484,True
Nonparametric representations,Jackknifing,10002950_2,False,0.7869164347648621,True
Nonparametric representations,Random number generation,10002950_2,False,0.7736600637435913,True
Nonparametric representations,Probabilistic algorithms,10002950_2,False,0.7850441336631775,True
Nonparametric representations,Queueing theory,10002950_2,False,0.8152847290039062,True
Nonparametric representations,Contingency table analysis,10002950_2,False,0.7719799876213074,True
Nonparametric representations,Robust regression,10002950_2,False,0.7772307991981506,True
Nonparametric representations,Time series analysis,10002950_2,False,0.793209969997406,True
Nonparametric representations,Survival analysis,10002950_2,False,0.7973067164421082,True
Nonparametric representations,Renewal theory,10002950_2,False,0.805946946144104,True
Nonparametric representations,Dimensionality reduction,10002950_2,False,0.7579941153526306,True
Nonparametric representations,Cluster analysis,10002950_2,False,0.7926347255706787,True
Nonparametric representations,Statistical graphics,10002950_2,False,0.8094478249549866,True
Nonparametric representations,Exploratory data analysis,10002950_2,False,0.7966151237487793,True
Nonparametric representations,Markov processes,10002950_2,False,0.8170851469039917,True
Nonparametric representations,Nonparametric statistics,10002950_2,False,0.7829514741897583,True
Nonparametric representations,Distribution functions,10002950_2,False,0.7684376239776611,True
Nonparametric representations,Multivariate statistics,10002950_2,False,0.7870123386383057,True
Probabilistic inference problems,Probability and statistics,10002950_2,False,0.7795814275741577,True
Probabilistic inference problems,Probabilistic representations,10002950_2,False,0.7722117304801941,True
Probabilistic inference problems,Nonparametric representations,10002950_2,False,0.7952221035957336,True
Probabilistic inference problems,Density estimation,10002950_2,True,0.7746925354003906,True
Probabilistic inference problems,Probabilistic reasoning algorithms,10002950_2,False,0.7868967652320862,True
Probabilistic inference problems,Markov-chain Monte Carlo methods,10002950_2,False,0.7969568371772766,True
Probabilistic inference problems,Resampling methods,10002950_2,False,0.7802915573120117,True
Probabilistic inference problems,Statistical paradigms,10002950_2,False,0.7875093817710876,True
Probabilistic inference problems,Regression analysis,10002950_2,False,0.7815654873847961,True
Probabilistic inference problems,Stochastic processes,10002950_2,False,0.7802510857582092,True
Probabilistic inference problems,Bayesian networks,10002950_2,False,0.7965401411056519,True
Probabilistic inference problems,Markov networks,10002950_2,False,0.7978863716125488,True
Probabilistic inference problems,Factor graphs,10002950_2,False,0.7987925410270691,True
Probabilistic inference problems,Decision diagrams,10002950_2,False,0.7880181074142456,True
Probabilistic inference problems,Equational models,10002950_2,False,0.781535804271698,True
Probabilistic inference problems,Causal networks,10002950_2,False,0.7954671382904053,True
Probabilistic inference problems,Stochastic differential equations,10002950_2,False,0.7975549697875977,True
Probabilistic inference problems,Kernel density estimators,10002950_2,False,0.7945690751075745,True
Probabilistic inference problems,Spline models,10002950_2,False,0.7939428687095642,True
Probabilistic inference problems,Bayesian nonparametric models,10002950_2,False,0.8117625713348389,True
Probabilistic inference problems,Maximum likelihood estimation,10002950_2,True,0.7745051383972168,True
Probabilistic inference problems,Bayesian computation,10002950_2,True,0.7800841927528381,True
Probabilistic inference problems,Computing most probable explanation,10002950_2,True,0.7862119078636169,True
Probabilistic inference problems,Hypothesis testing and confidence interval computation,10002950_2,True,0.7989644408226013,True
Probabilistic inference problems,Quantile regression,10002950_2,False,0.7918944954872131,True
Probabilistic inference problems,Max marginal computation,10002950_2,True,0.7776854634284973,True
Probabilistic inference problems,Variable elimination,10002950_2,False,0.7769830822944641,True
Probabilistic inference problems,Loopy belief propagation,10002950_2,False,0.8014541864395142,True
Probabilistic inference problems,Variational methods,10002950_2,False,0.7797524333000183,True
Probabilistic inference problems,Expectation maximization,10002950_2,False,0.7773267030715942,True
Probabilistic inference problems,Gibbs sampling,10002950_2,False,0.7749831676483154,True
Probabilistic inference problems,Metropolis-Hastings algorithm,10002950_2,False,0.8016259074211121,True
Probabilistic inference problems,Simulated annealing,10002950_2,False,0.7829865217208862,True
Probabilistic inference problems,Markov-chain Monte Carlo convergence measures,10002950_2,False,0.7854117751121521,True
Probabilistic inference problems,Sequential Monte Carlo methods,10002950_2,False,0.7931713461875916,True
Probabilistic inference problems,Kalman filters and hidden Markov models,10002950_2,False,0.7652299404144287,True
Probabilistic inference problems,Bootstrapping,10002950_2,False,0.7880984544754028,True
Probabilistic inference problems,Jackknifing,10002950_2,False,0.7960035800933838,True
Probabilistic inference problems,Random number generation,10002950_2,False,0.7659211754798889,True
Probabilistic inference problems,Probabilistic algorithms,10002950_2,False,0.7885774970054626,True
Probabilistic inference problems,Queueing theory,10002950_2,False,0.7948184609413147,True
Probabilistic inference problems,Contingency table analysis,10002950_2,False,0.7768892645835876,True
Probabilistic inference problems,Robust regression,10002950_2,False,0.7854446172714233,True
Probabilistic inference problems,Time series analysis,10002950_2,False,0.7862565517425537,True
Probabilistic inference problems,Survival analysis,10002950_2,False,0.7891079187393188,True
Probabilistic inference problems,Renewal theory,10002950_2,False,0.7857965230941772,True
Probabilistic inference problems,Dimensionality reduction,10002950_2,False,0.772254467010498,True
Probabilistic inference problems,Cluster analysis,10002950_2,False,0.7917258143424988,True
Probabilistic inference problems,Statistical graphics,10002950_2,False,0.8153250813484192,True
Probabilistic inference problems,Exploratory data analysis,10002950_2,False,0.8011385798454285,True
Probabilistic inference problems,Markov processes,10002950_2,False,0.7872186899185181,True
Probabilistic inference problems,Nonparametric statistics,10002950_2,False,0.8019607663154602,True
Probabilistic inference problems,Distribution functions,10002950_2,False,0.7670424580574036,True
Probabilistic inference problems,Multivariate statistics,10002950_2,False,0.7975433468818665,True
Density estimation,Probability and statistics,10002950_2,False,0.7528331875801086,True
Density estimation,Probabilistic representations,10002950_2,False,0.7681894898414612,True
Density estimation,Nonparametric representations,10002950_2,False,0.7702625393867493,True
Density estimation,Probabilistic inference problems,10002950_2,False,0.8044240474700928,True
Density estimation,Probabilistic reasoning algorithms,10002950_2,False,0.791142463684082,True
Density estimation,Markov-chain Monte Carlo methods,10002950_2,False,0.8145869374275208,True
Density estimation,Resampling methods,10002950_2,False,0.7874349355697632,True
Density estimation,Statistical paradigms,10002950_2,False,0.7963532209396362,True
Density estimation,Regression analysis,10002950_2,False,0.748670756816864,True
Density estimation,Stochastic processes,10002950_2,False,0.7831364870071411,True
Density estimation,Bayesian networks,10002950_2,False,0.8066080212593079,True
Density estimation,Markov networks,10002950_2,False,0.8214216232299805,True
Density estimation,Factor graphs,10002950_2,False,0.8000326752662659,True
Density estimation,Decision diagrams,10002950_2,False,0.795809268951416,True
Density estimation,Equational models,10002950_2,False,0.7701936364173889,True
Density estimation,Causal networks,10002950_2,False,0.8047168850898743,True
Density estimation,Stochastic differential equations,10002950_2,False,0.8046208024024963,True
Density estimation,Kernel density estimators,10002950_2,False,0.8104408979415894,True
Density estimation,Spline models,10002950_2,False,0.7801831364631653,True
Density estimation,Bayesian nonparametric models,10002950_2,False,0.7721529603004456,True
Density estimation,Maximum likelihood estimation,10002950_2,False,0.7598671317100525,True
Density estimation,Bayesian computation,10002950_2,False,0.7932682037353516,True
Density estimation,Computing most probable explanation,10002950_2,False,0.7755032777786255,True
Density estimation,Hypothesis testing and confidence interval computation,10002950_2,False,0.7604484558105469,True
Density estimation,Quantile regression,10002950_2,True,0.7659932971000671,True
Density estimation,Max marginal computation,10002950_2,False,0.7954050302505493,True
Density estimation,Variable elimination,10002950_2,False,0.7504369616508484,True
Density estimation,Loopy belief propagation,10002950_2,False,0.8432963490486145,True
Density estimation,Variational methods,10002950_2,False,0.8119804263114929,True
Density estimation,Expectation maximization,10002950_2,False,0.7772048115730286,True
Density estimation,Gibbs sampling,10002950_2,False,0.7971388101577759,True
Density estimation,Metropolis-Hastings algorithm,10002950_2,False,0.8329695463180542,True
Density estimation,Simulated annealing,10002950_2,False,0.8133227825164795,True
Density estimation,Markov-chain Monte Carlo convergence measures,10002950_2,False,0.8036972880363464,True
Density estimation,Sequential Monte Carlo methods,10002950_2,False,0.8295626640319824,True
Density estimation,Kalman filters and hidden Markov models,10002950_2,False,0.7420251965522766,True
Density estimation,Bootstrapping,10002950_2,False,0.7764286398887634,True
Density estimation,Jackknifing,10002950_2,False,0.7608734965324402,True
Density estimation,Random number generation,10002950_2,False,0.7687676548957825,True
Density estimation,Probabilistic algorithms,10002950_2,False,0.7939854860305786,True
Density estimation,Queueing theory,10002950_2,False,0.8207079172134399,True
Density estimation,Contingency table analysis,10002950_2,False,0.7461453676223755,True
Density estimation,Robust regression,10002950_2,False,0.7691996097564697,True
Density estimation,Time series analysis,10002950_2,False,0.7910798788070679,True
Density estimation,Survival analysis,10002950_2,False,0.793120265007019,True
Density estimation,Renewal theory,10002950_2,False,0.7959921360015869,True
Density estimation,Dimensionality reduction,10002950_2,False,0.7401304244995117,True
Density estimation,Cluster analysis,10002950_2,False,0.8046661615371704,True
Density estimation,Statistical graphics,10002950_2,False,0.7862303853034973,True
Density estimation,Exploratory data analysis,10002950_2,False,0.7606850266456604,True
Density estimation,Markov processes,10002950_2,False,0.8028024435043335,True
Density estimation,Nonparametric statistics,10002950_2,False,0.7599445581436157,True
Density estimation,Distribution functions,10002950_2,False,0.7476059198379517,True
Density estimation,Multivariate statistics,10002950_2,False,0.7712690830230713,True
Probabilistic reasoning algorithms,Probability and statistics,10002950_2,False,0.7084207534790039,True
Probabilistic reasoning algorithms,Probabilistic representations,10002950_2,False,0.713231086730957,True
Probabilistic reasoning algorithms,Nonparametric representations,10002950_2,False,0.7203993201255798,True
Probabilistic reasoning algorithms,Probabilistic inference problems,10002950_2,False,0.7563429474830627,True
Probabilistic reasoning algorithms,Density estimation,10002950_2,False,0.7209487557411194,True
Probabilistic reasoning algorithms,Markov-chain Monte Carlo methods,10002950_2,True,0.7397850751876831,True
Probabilistic reasoning algorithms,Resampling methods,10002950_2,True,0.716282308101654,True
Probabilistic reasoning algorithms,Statistical paradigms,10002950_2,False,0.7268161177635193,True
Probabilistic reasoning algorithms,Regression analysis,10002950_2,False,0.7087852954864502,True
Probabilistic reasoning algorithms,Stochastic processes,10002950_2,False,0.7219139337539673,True
Probabilistic reasoning algorithms,Bayesian networks,10002950_2,False,0.7313718199729919,True
Probabilistic reasoning algorithms,Markov networks,10002950_2,False,0.7358385324478149,True
Probabilistic reasoning algorithms,Factor graphs,10002950_2,False,0.7452858686447144,True
Probabilistic reasoning algorithms,Decision diagrams,10002950_2,False,0.7212918996810913,True
Probabilistic reasoning algorithms,Equational models,10002950_2,False,0.7302998304367065,True
Probabilistic reasoning algorithms,Causal networks,10002950_2,False,0.7325621843338013,True
Probabilistic reasoning algorithms,Stochastic differential equations,10002950_2,False,0.735682487487793,True
Probabilistic reasoning algorithms,Kernel density estimators,10002950_2,False,0.7402549982070923,True
Probabilistic reasoning algorithms,Spline models,10002950_2,False,0.7527536153793335,True
Probabilistic reasoning algorithms,Bayesian nonparametric models,10002950_2,False,0.745831310749054,True
Probabilistic reasoning algorithms,Maximum likelihood estimation,10002950_2,False,0.721617579460144,True
Probabilistic reasoning algorithms,Bayesian computation,10002950_2,False,0.7325538992881775,True
Probabilistic reasoning algorithms,Computing most probable explanation,10002950_2,False,0.7094592452049255,True
Probabilistic reasoning algorithms,Hypothesis testing and confidence interval computation,10002950_2,False,0.7386321425437927,True
Probabilistic reasoning algorithms,Quantile regression,10002950_2,False,0.731511652469635,True
Probabilistic reasoning algorithms,Max marginal computation,10002950_2,False,0.7350194454193115,True
Probabilistic reasoning algorithms,Variable elimination,10002950_2,True,0.7026907205581665,True
Probabilistic reasoning algorithms,Loopy belief propagation,10002950_2,True,0.7542583346366882,True
Probabilistic reasoning algorithms,Variational methods,10002950_2,True,0.7254530191421509,True
Probabilistic reasoning algorithms,Expectation maximization,10002950_2,True,0.7298300862312317,True
Probabilistic reasoning algorithms,Gibbs sampling,10002950_2,False,0.7094836831092834,True
Probabilistic reasoning algorithms,Metropolis-Hastings algorithm,10002950_2,False,0.7395467162132263,True
Probabilistic reasoning algorithms,Simulated annealing,10002950_2,False,0.7272858619689941,True
Probabilistic reasoning algorithms,Markov-chain Monte Carlo convergence measures,10002950_2,False,0.7343051433563232,True
Probabilistic reasoning algorithms,Sequential Monte Carlo methods,10002950_2,True,0.74500572681427,True
Probabilistic reasoning algorithms,Kalman filters and hidden Markov models,10002950_2,True,0.7190457582473755,True
Probabilistic reasoning algorithms,Bootstrapping,10002950_2,False,0.7247082591056824,True
Probabilistic reasoning algorithms,Jackknifing,10002950_2,False,0.7123839259147644,True
Probabilistic reasoning algorithms,Random number generation,10002950_2,True,0.7003907561302185,True
Probabilistic reasoning algorithms,Probabilistic algorithms,10002950_2,False,0.7319560050964355,True
Probabilistic reasoning algorithms,Queueing theory,10002950_2,False,0.7395253777503967,True
Probabilistic reasoning algorithms,Contingency table analysis,10002950_2,False,0.712212324142456,True
Probabilistic reasoning algorithms,Robust regression,10002950_2,False,0.7306175827980042,True
Probabilistic reasoning algorithms,Time series analysis,10002950_2,False,0.7195584177970886,True
Probabilistic reasoning algorithms,Survival analysis,10002950_2,False,0.7316235899925232,True
Probabilistic reasoning algorithms,Renewal theory,10002950_2,False,0.7276925444602966,True
Probabilistic reasoning algorithms,Dimensionality reduction,10002950_2,False,0.7116845846176147,True
Probabilistic reasoning algorithms,Cluster analysis,10002950_2,False,0.7313888669013977,True
Probabilistic reasoning algorithms,Statistical graphics,10002950_2,False,0.7444963455200195,True
Probabilistic reasoning algorithms,Exploratory data analysis,10002950_2,False,0.7406174540519714,True
Probabilistic reasoning algorithms,Markov processes,10002950_2,False,0.7394472360610962,True
Probabilistic reasoning algorithms,Nonparametric statistics,10002950_2,False,0.727829098701477,True
Probabilistic reasoning algorithms,Distribution functions,10002950_2,False,0.7106911540031433,True
Probabilistic reasoning algorithms,Multivariate statistics,10002950_2,False,0.73607337474823,True
Markov-chain Monte Carlo methods,Probability and statistics,10002950_2,False,0.7853256464004517,True
Markov-chain Monte Carlo methods,Probabilistic representations,10002950_2,False,0.7727024555206299,True
Markov-chain Monte Carlo methods,Nonparametric representations,10002950_2,False,0.7825989723205566,True
Markov-chain Monte Carlo methods,Probabilistic inference problems,10002950_2,False,0.7862759232521057,True
Markov-chain Monte Carlo methods,Density estimation,10002950_2,False,0.756557047367096,True
Markov-chain Monte Carlo methods,Probabilistic reasoning algorithms,10002950_2,False,0.7805442810058594,True
Markov-chain Monte Carlo methods,Resampling methods,10002950_2,False,0.7512384653091431,True
Markov-chain Monte Carlo methods,Statistical paradigms,10002950_2,False,0.7911553978919983,True
Markov-chain Monte Carlo methods,Regression analysis,10002950_2,False,0.7591728568077087,True
Markov-chain Monte Carlo methods,Stochastic processes,10002950_2,False,0.7764830589294434,True
Markov-chain Monte Carlo methods,Bayesian networks,10002950_2,False,0.782925009727478,True
Markov-chain Monte Carlo methods,Markov networks,10002950_2,False,0.7747552990913391,True
Markov-chain Monte Carlo methods,Factor graphs,10002950_2,False,0.7822973132133484,True
Markov-chain Monte Carlo methods,Decision diagrams,10002950_2,False,0.7783445119857788,True
Markov-chain Monte Carlo methods,Equational models,10002950_2,False,0.7852920293807983,True
Markov-chain Monte Carlo methods,Causal networks,10002950_2,False,0.7834219932556152,True
Markov-chain Monte Carlo methods,Stochastic differential equations,10002950_2,False,0.7799913883209229,True
Markov-chain Monte Carlo methods,Kernel density estimators,10002950_2,False,0.770562469959259,True
Markov-chain Monte Carlo methods,Spline models,10002950_2,False,0.7815099954605103,True
Markov-chain Monte Carlo methods,Bayesian nonparametric models,10002950_2,False,0.7848480343818665,True
Markov-chain Monte Carlo methods,Maximum likelihood estimation,10002950_2,False,0.7524317502975464,True
Markov-chain Monte Carlo methods,Bayesian computation,10002950_2,False,0.7894269824028015,True
Markov-chain Monte Carlo methods,Computing most probable explanation,10002950_2,False,0.771013617515564,True
Markov-chain Monte Carlo methods,Hypothesis testing and confidence interval computation,10002950_2,False,0.7868994474411011,True
Markov-chain Monte Carlo methods,Quantile regression,10002950_2,False,0.7690320611000061,True
Markov-chain Monte Carlo methods,Max marginal computation,10002950_2,False,0.766324520111084,True
Markov-chain Monte Carlo methods,Variable elimination,10002950_2,False,0.7480659484863281,True
Markov-chain Monte Carlo methods,Loopy belief propagation,10002950_2,False,0.7692779898643494,True
Markov-chain Monte Carlo methods,Variational methods,10002950_2,False,0.7791892290115356,True
Markov-chain Monte Carlo methods,Expectation maximization,10002950_2,False,0.7561607360839844,True
Markov-chain Monte Carlo methods,Gibbs sampling,10002950_2,True,0.7391765117645264,True
Markov-chain Monte Carlo methods,Metropolis-Hastings algorithm,10002950_2,True,0.7704480290412903,True
Markov-chain Monte Carlo methods,Simulated annealing,10002950_2,True,0.7668445110321045,True
Markov-chain Monte Carlo methods,Markov-chain Monte Carlo convergence measures,10002950_2,True,0.7600384950637817,True
Markov-chain Monte Carlo methods,Sequential Monte Carlo methods,10002950_2,False,0.7813047170639038,True
Markov-chain Monte Carlo methods,Kalman filters and hidden Markov models,10002950_2,False,0.7418675422668457,True
Markov-chain Monte Carlo methods,Bootstrapping,10002950_2,False,0.771791934967041,True
Markov-chain Monte Carlo methods,Jackknifing,10002950_2,False,0.7653364539146423,True
Markov-chain Monte Carlo methods,Random number generation,10002950_2,False,0.7505982518196106,True
Markov-chain Monte Carlo methods,Probabilistic algorithms,10002950_2,False,0.7880250811576843,True
